PlayerName,TrackerID,KillDeathRatio,WinRatio,TimeSurvived,RoundsPlayed,Wins,WinTop10Ratio,Top10s,Top10Ratio,Losses,Rating,BestRating,DamagePg,HeadshotKillsPg,HealsPg,KillsPg,MoveDistancePg,RoadKillsPg,TeamKillsPg,TimeSurvivedPg,Top10sPg,Kills,Assists,Suicides,TeamKills,HeadshotKills,HeadshotKillRatio,VehicleDestroys,RoadKills,DailyKills,WeeklyKills,RoundMostKills,MaxKillStreaks,Days,LongestTimeSurvived,MostSurvivalTime,AvgSurvivalTime,WinPoints,WalkDistance,RideDistance,MoveDistance,AvgWalkDistance,AvgRideDistance,LongestKill,Heals,Boosts,DamageDealt
Shadow88,140124,2.32,5,36932.76,40,2,0.23,7,17.5,38,1809.79,1804.8,247.83,0.6,1.18,2.2,2329,0.05,0.02,923.32,0.18,88,6,1,1,24,0.27,1,2,8,24,11,2,28,2032.51,2032.51,796.12,5610,45579.56,47580.26,93159.82,781.16,907.16,261.72,47,76,9913.04
YaBoiRunsVarsity,168853,0.68,0.3,242400.9,336,1,0.06,18,5.4,335,2114.64,2113.96,89.02,0.12,0.54,0.68,2303.72,0.02,0.01,721.43,0.05,228,23,3,3,42,0.18,4,6,4,38,7,5,34,1961,1961,721.43,1758,368999.3,405052,774051.3,1098.21,1205.51,1019.69,183,161,29909.52
northcoast28,169342,0.25,0,1787.49,4,0,0,0,0,4,1188.97,1210.31,61.74,0.25,0,0.25,510.26,0,0,446.87,0,1,0,0,0,1,1,0,0,1,1,1,1,3,917.34,917.34,339.86,1975,2041.03,0,2041.03,341.75,0,20.48,0,0,246.98
RyanBru,155985,1.75,4.04,74991.43,99,4,0.29,13,13.1,95,1825.76,1843.23,203.03,0.45,1.65,1.68,2308.77,0.01,0,757.49,0.13,166,14,0,0,45,0.27,0,1,3,9,14,9,35,1953.84,1953.84,898.48,3954,135792.58,92775.75,228568.33,1591.23,1760.8,487.51,163,117,20100.05
ManiacMEC,169905,1.42,0.82,191640.3,244,2,0.08,26,10.7,242,2432,2412.53,175.86,0.3,1.79,1.41,2847.89,0.03,0,785.41,0.11,344,19,0,0,73,0.21,7,7,13,91,12,4,37,1966.26,1966.26,785.41,1990,286805.9,408079.3,694885.1,1175.43,1672.46,320.13,436,459,42909.63
Janski24,58764,1.29,0,10745.74,14,0,0,1,7.1,14,1246.18,1260.43,151.16,0.29,0.71,1.29,1070.41,0,0,767.55,0.07,18,0,0,0,4,0.22,0,0,7,7,5,2,5,1967.72,1967.72,767.55,1028,9933.65,5052.11,14985.76,709.55,360.86,269.44,10,4,2116.28
Wilkoo,157375,1.19,0,21691.91,26,0,0,1,3.8,26,1406.86,1381.98,139.76,0.15,1.69,1.19,1683.04,0,0,834.3,0.04,31,2,0,0,4,0.13,0,0,8,13,4,1,8,1752.87,1752.87,834.3,1160,34919.24,8839.8,43759.04,1343.05,339.99,415.89,44,28,3633.85
SexPekeroni,111970,0.95,2.04,91971.21,98,2,0.07,15,15.3,96,2039.74,2061.83,108.32,0.19,1.39,0.93,2736.06,0.01,0.01,938.48,0.15,91,5,1,1,19,0.21,1,1,7,8,6,1,23,1958.54,1958.54,1151.74,2707,137532.91,130600.77,268133.77,2344.45,837.97,208.71,136,105,10615.24
LANKDORD,180267,0.67,0,5536.71,9,0,0,0,0,9,1172.36,1202.19,100.08,0,0.33,0.67,1029.99,0,0,615.19,0,6,1,0,0,0,0,1,0,1,1,3,1,4,1118.63,1118.63,615.19,969,5750.28,3519.62,9269.9,638.92,391.07,23.77,3,4,900.73
Paower,64073,0,0,5294.33,5,0,0,0,0,5,1126.34,1200,0,0,0,0,68.22,0,0,1058.87,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1263.42,1263.42,1058.86,938,341.12,0,341.12,68.22,0,0,0,0,0
cavemaan,214536,6.64,21.43,22670.68,14,3,0.17,10,71.4,11,2063.65,1879.57,524.45,1.29,1.43,5.21,4004.13,0,0,1619.33,0.71,73,4,0,0,18,0.25,1,0,13,13,12,3,8,1931.51,1931.51,1390.65,2757,40217.09,15840.78,56057.86,2212.17,1341.67,228.09,20,53,7342.24
Baxderp,213140,1.39,3.12,24989.99,32,1,0.12,4,12.5,31,1451.13,1508.52,157.2,0.12,1.06,1.34,2136.25,0,0,780.94,0.12,43,3,0,0,4,0.09,0,0,2,2,7,1,16,1873.88,1873.88,455.32,2173,37974.1,30386.05,68360.16,619.12,490.1,157.81,34,29,5030.4
Shake1teasy,160051,0.82,1.64,204130.72,183,3,0.04,51,27.9,180,1877.28,1876.12,100.68,0.13,2.79,0.81,3192.14,0.03,0.01,1115.47,0.28,148,5,2,2,23,0.16,2,5,13,17,7,2,79,1992.26,1992.26,967.63,7622,321816.33,262345.76,584162.02,1466.67,954.02,173.26,511,394,18424.68
monjodav,15516,0.93,0,72050.41,103,0,0,7,6.8,103,1649.21,1615.77,118.94,0.21,1.71,0.93,1596.54,0.01,0,699.52,0.07,96,9,0,0,22,0.23,0,1,1,3,7,4,18,1968,1968,699.52,1347,102556.3,61887.57,164443.9,995.69,600.85,173.68,176,35,12250.45
BrunoBruschetta,112853,0.88,0,94456.73,119,0,0,10,8.4,119,1837.46,1819.95,104.15,0.2,0.94,0.88,2058.27,0.01,0.01,793.75,0.08,105,6,1,1,24,0.23,0,1,0,9,8,2,26,1953.82,1953.82,793.75,1524,134038.2,110895.7,244933.9,1126.37,931.9,160.62,112,116,12393.32
Neyzullah,177205,1.26,1.4,148248.91,215,3,0.1,25,11.6,212,2164.15,2203.04,158.35,0.21,0.99,1.25,1943.74,0.01,0.01,689.53,0.12,268,20,2,2,46,0.17,1,3,4,94,12,2,50,1961.99,1961.99,1047.24,4207,216928.09,200975.54,417903.53,1737.21,1810.46,413.66,212,235,34045.51
Xepi,9190,1.6,16.67,4803.83,6,1,0.5,2,33.3,5,1317.9,1371.22,139.2,0,0.33,1.33,2371.64,0,0,800.64,0.33,8,0,0,0,0,0,0,0,0,1,4,1,4,1878.22,1878.22,800.64,1103,8898.56,5331.25,14229.81,1483.09,888.54,112.5,2,3,835.19
NitWay,45924,1.91,2.86,147811.17,280,8,0.58,16,5.7,272,2056.25,2112.77,211.38,0.39,1.42,1.85,1371.57,0.02,0,527.9,0.06,519,29,0,0,108,0.21,1,6,86,96,16,3,44,2042.96,2042.96,637.65,6153,184978.44,199060.17,384038.6,811.03,675.54,314.43,399,280,59186.45
Verixy,189281,4.78,10,13657.66,10,1,0.17,6,60,9,1704.18,1612.06,498.66,0.6,4.8,4.3,4179.91,0,0,1365.77,0.6,43,2,0,0,6,0.14,0,0,8,8,11,2,6,1964.53,1964.53,1365.77,1392,20703.64,21095.48,41799.12,2070.36,2109.55,292.2,48,18,4986.6
isalemx,209762,1.45,1.12,88077.09,89,1,0.04,15,16.9,88,1967.52,1936.58,174.97,0.26,1.81,1.44,3580.64,0.04,0.01,989.63,0.17,128,10,1,1,23,0.18,1,4,14,24,8,6,45,1899.14,1899.14,1173.96,4090,123885.99,194790.87,318676.86,1739.95,1653.64,424.1,161,71,15572.11
PLASTIQQQ,221018,0.33,0,1047.71,3,0,0,0,0,3,1170.18,1200,32.67,0,0,0.33,554.62,0,0,349.24,0,1,0,0,0,0,0,0,0,1,1,1,1,2,808.25,808.25,349.24,974,1663.86,0,1663.86,554.62,0,21.09,0,0,98
Kugelschlag,120598,2.56,0,7176.53,9,0,0,1,11.1,9,1279.69,1263.84,303.15,0.44,0.56,2.56,1990.67,0.11,0,797.39,0.11,23,1,0,0,4,0.17,0,1,14,14,5,2,5,1596.44,1596.44,1089.12,2061,9253.69,8662.34,17916.03,1247.75,1342.32,362.82,5,5,2728.37
jj3dwards,73804,1,0,3489.85,3,0,0,0,0,3,1244.93,1231.16,129.88,0,0.33,1,4276.8,0,0,1163.28,0,3,0,0,0,0,0,0,0,0,3,3,1,3,1363.76,1363.76,1163.28,1039,4848.07,7982.33,12830.4,1616.02,2660.78,133.1,1,1,389.63
RaeAly,159168,1.64,0,31603.06,44,0,0,3,6.8,44,1509.31,1507.68,188.96,0.32,1,1.64,1538.91,0,0,718.25,0.07,72,4,0,0,14,0.19,2,0,7,7,7,2,12,1757.48,1757.48,718.25,1220,49903.79,17808.29,67712.09,1134.18,404.73,136.09,44,29,8314.06
Gimp,184023,1.45,2.94,32206.24,34,1,0.17,6,17.6,33,1627.76,1676.08,147.56,0.15,1.06,1.41,3189.31,0.03,0,947.24,0.18,48,0,0,0,5,0.1,0,1,1,6,7,1,17,1935.68,1935.68,947.24,1339,61407.74,47028.84,108436.6,1806.11,1383.2,170.56,36,37,5017.06
Synapses,53061,0.85,4,64531.99,75,3,0.27,11,14.7,72,1759.41,1815.32,102.7,0.27,0.85,0.81,1633.26,0,0.03,860.43,0.15,61,3,2,2,20,0.33,1,0,5,5,7,2,17,2094.04,2094.04,860.43,1468,108654.6,13839.64,122494.3,1448.73,184.53,370.46,64,46,7702.35
lenor,136556,1.14,3.12,78269.75,96,3,0.08,15,15.6,93,1924.92,2027.6,145.82,0.22,1.28,1.1,2625.31,0.06,0.01,815.31,0.16,106,9,1,1,21,0.2,1,6,12,13,8,2,31,1977.16,1977.16,1273.29,3677,122251.71,129778.11,252029.82,2072.38,2465.96,236.76,123,129,13998.96
MrSkynet,119834,0.78,0.85,305537,355,3,0.07,44,12.4,352,2271.01,2283.55,98.43,0.18,0.81,0.77,2112.53,0.01,0.01,860.67,0.12,273,21,2,2,65,0.24,2,5,11,38,7,2,42,1959.95,1959.95,869.79,3518,433616.1,316331.9,749948.1,1273.69,909.79,233.28,288,316,34943.03
ZMEY777,210545,1.12,1.09,171439.83,183,2,0.15,25,13.7,181,2122.98,2142.56,134.26,0.17,0.93,1.1,2835.14,0.02,0,936.83,0.14,202,5,0,0,31,0.15,0,3,13,28,9,2,68,1976.6,1976.6,1153.52,5493,234076.95,284753.37,518830.25,1445.86,1754.94,278.46,171,243,24569.98
JCVD,201278,0.75,0,59838.06,88,0,0,13,14.8,88,1566.75,1571.22,93,0.09,1.25,0.75,1877.25,0.02,0,679.98,0.15,66,3,0,0,8,0.12,0,2,8,13,4,1,24,2174.01,2174.01,679.98,1295,90189.65,75008.3,165198,1024.88,852.37,118.87,110,105,8184.01
skywalkerja,146960,1.34,4.44,92542.2,90,4,0.32,14,15.6,86,1933.98,1897.97,166.99,0.26,1.66,1.28,3602.25,0.01,0.01,1028.25,0.16,115,7,1,1,23,0.2,0,1,10,12,7,2,32,2003,2003,1085.33,5156,149828.64,174373.47,324202.1,1746.36,1921.29,237.68,149,108,15028.92
TETITALOVE,40252,1.1,1.29,202852.41,311,4,0.12,21,6.8,307,1672.81,1716.83,121.42,0.23,1.03,1.09,1726.9,0.04,0,652.26,0.07,339,17,1,1,72,0.21,3,12,49,170,11,2,38,2003.08,2003.08,609.93,3467,409414.94,127651.45,537066.3,1098.02,236.12,325.35,320,264,37762.59
Isoitiro,163086,1.58,3.12,25292.44,32,1,0.25,4,12.5,31,1569.05,1444.89,181.13,0.25,1.34,1.53,3805.3,0.06,0,790.39,0.12,49,2,0,0,8,0.16,0,2,4,4,4,2,12,2008.57,2008.57,790.39,1292,31545.59,90223.88,121769.5,985.8,2819.5,170.44,43,22,5796.29
AWESOMEBAKO,74338,0.65,0.34,262002.8,297,1,0.05,21,7.1,296,2193.08,2199.37,87.52,0.1,0.88,0.65,1859.3,0.01,0,882.16,0.07,193,7,0,0,29,0.15,0,3,1,1,14,2,40,1956.72,1956.72,882.16,1824,340982.5,211229.6,552212.1,1148.09,711.21,338.77,260,143,25992.21
Ebbe42,222143,1.35,0,17282.98,17,0,0,1,5.9,17,1395.37,1413.22,181.09,0.18,1.53,1.35,3086.07,0.06,0,1016.65,0.06,23,2,0,0,3,0.13,0,1,0,1,4,1,11,1760.85,1760.85,1016.65,1155,22967.26,29495.96,52463.21,1351.02,1735.06,263.87,26,14,3078.52
ImAverageSniper,72368,1.43,0.58,120056,172,1,0.12,8,4.7,171,2165.81,2226.93,169.94,0.28,1.43,1.42,1582.81,0.01,0.01,698,0.05,244,13,1,1,49,0.2,2,1,13,55,9,2,26,1926.52,1926.52,698,1768,172423.3,99819.36,272242.6,1002.46,580.35,355.67,246,146,29228.82
KiF-3,127984,1.99,3.51,96827.62,114,4,0.54,18,15.8,110,1746.66,1697.48,221.84,0.67,1.72,1.92,3331.41,0.1,0.01,849.37,0.16,219,8,1,1,76,0.35,5,11,9,11,15,6,35,1973.68,1973.68,1034.6,5147,111541.77,268239.4,379781.26,1180.37,2723.68,320.41,196,130,25289.37
TheBigBoss123,120130,1.06,0,57645.3,62,0,0,12,19.4,62,1846.95,1799.02,143.6,0.29,1.68,1.06,3979,0.02,0,929.76,0.19,66,5,0,0,18,0.27,0,1,4,26,6,1,18,1955.69,1955.69,929.76,1528,88010.44,158687.5,246697.9,1419.52,2559.48,292.78,104,76,8902.96
Tameshon,198305,0.33,0,3645.54,3,0,0,1,33.3,3,1255.86,1246.41,79.34,0,0,0.33,1924.27,0,0,1215.18,0.33,1,1,0,0,0,0,0,0,0,0,1,1,3,1760.52,1760.52,1215.18,1052,5772.82,0,5772.82,1924.28,0,0,0,1,238.03
thebmxbandit11,112492,2.45,15.38,11683.29,13,2,0.67,3,23.1,11,1461.76,1490.81,211.06,0.62,0.54,2.08,2701.8,0,0,898.71,0.23,27,1,0,0,8,0.3,1,0,1,1,12,2,5,2026.55,2026.55,898.71,1218,13787.3,21336.14,35123.44,1060.56,1641.24,285.08,7,12,2743.77
Dvaid,126058,7,42.86,9726.62,7,3,0.75,4,57.1,4,1663.51,1521.12,422.97,1.43,1.71,4,4268.26,0,0,1389.52,0.57,28,3,0,0,10,0.36,0,0,7,7,8,2,4,2002.05,2002.05,1389.52,1389,12863.14,17014.65,29877.79,1837.59,2430.66,456.01,12,31,2960.77
Aldro,190310,2,0,2777.81,2,0,0,0,0,2,1248.48,1236.25,298.26,0,3,2,2700.91,0.5,0,1388.9,0,4,0,0,0,0,0,0,1,1,1,3,1,2,1609.11,1609.11,1388.9,1038,2844.48,2557.34,5401.82,1422.24,1278.67,50.01,6,8,596.52
Tenkz,20569,1.4,4.44,35949.54,45,2,0.5,4,8.9,43,1745.34,1719.74,155.81,0.36,0.84,1.33,1373.79,0,0,798.88,0.09,60,5,0,0,16,0.27,0,0,8,13,6,3,24,1972.43,1972.43,798.88,1439,54937.21,6883.54,61820.75,1220.83,152.97,240.15,38,48,7011.59
Snodz,202634,0.33,0,2491.85,3,0,0,0,0,3,1213.08,1217.87,47.01,0,0,0.33,1744.6,0,0,830.62,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1358.7,1358.7,830.62,1011,3186.43,2047.37,5233.8,1062.14,682.46,4.53,0,2,141.02
DaddyPixel,83146,1.03,2.56,71464.49,78,2,0.15,13,16.7,76,2020.15,2011.91,119.86,0.19,1.22,1,2008.76,0.01,0.01,916.21,0.17,78,6,1,1,15,0.19,1,1,1,5,6,2,32,1956.82,1956.82,916.21,1678,100950.3,55732.61,156683,1294.23,714.52,342.76,95,91,9348.75
KzudemG,170502,2.49,6.25,43635.07,48,3,0.25,9,18.8,45,1680.67,1639.89,267.04,0.5,1.04,2.33,2721.51,0,0,909.06,0.19,112,5,0,0,24,0.21,1,0,26,41,11,1,15,2011.49,2011.49,1034.56,3792,73814.27,56818.4,130632.68,1743.18,1446.32,231.79,50,71,12818.04
Merlim,137627,1.89,0.77,234715.81,391,3,0.03,23,5.9,388,1618.29,1744.34,215.95,0.54,1.24,1.87,1447.65,0.01,0.01,600.3,0.06,732,29,2,2,212,0.29,7,3,16,70,13,5,90,1938.71,1938.71,906.52,6611,328716.18,237315.52,566031.69,1430.64,2162.39,693.4,484,360,84435.77
FENIX-Cdt_Rex,96779,0.64,1.75,54366.49,57,1,0.11,5,8.8,56,1376.88,1388.61,76.26,0.07,0.63,0.63,3699.5,0.02,0.02,953.8,0.09,36,3,1,1,4,0.11,1,1,0,9,6,2,28,1775.46,1775.46,894.36,3299,59383.41,151487.97,210871.36,1082.36,2855.21,178.68,36,26,4346.67
zinet,144162,1.25,6.67,26944.3,30,2,0.5,4,13.3,28,1579.76,1672.73,149.07,0.47,1.43,1.17,1681.14,0,0,898.14,0.13,35,2,0,0,14,0.4,0,0,0,0,8,1,11,1922.53,1922.53,898.14,1317,30743.08,19691.05,50434.13,1024.77,656.37,169.4,43,32,4472.2
Gailey,37899,1.97,3.33,54012.34,60,2,0.22,9,15,58,2175.36,2161.11,232.79,0.33,1.5,1.9,1802.1,0,0,900.21,0.15,114,8,0,0,20,0.18,1,0,2,14,8,2,11,2074.6,2074.6,900.21,1789,91233.57,16892.35,108125.9,1520.56,281.54,263.81,90,165,13967.65
DendyBlack,75110,2.2,6.25,12163.83,16,1,0.33,3,18.8,15,1424.44,1461.93,238.51,0.38,0.62,2.06,2319.49,0,0,760.24,0.19,33,4,0,0,6,0.18,0,0,0,0,8,1,10,2177.97,2177.97,760.24,1172,19129.13,17982.73,37111.86,1195.57,1123.92,270.08,10,16,3816.11
nerf-,43446,0.72,0,120870.28,170,0,0,12,7.1,170,1703.57,1738.34,91.86,0.09,1.35,0.72,2004.65,0.03,0,711,0.07,123,12,0,0,15,0.12,1,5,9,12,5,3,48,1992.88,1992.88,706.88,4497,170478.31,170312.82,340791.12,865.06,1195.46,229.04,230,92,15616.32
KesseSlot,88433,1.3,3.64,38080.8,55,2,0.67,3,5.5,53,1458.42,1497.3,153.04,0.25,1.18,1.25,1500.03,0.02,0.04,692.38,0.05,69,4,2,2,14,0.2,0,1,2,2,7,2,12,1936.56,1936.56,692.38,1195,61822.29,20679.13,82501.42,1124.04,375.98,216.88,65,53,8417.07
Rioneru,70533,0,0,495.63,1,0,0,0,0,1,1192.1,1200,71.02,0,0,0,3427.79,0,0,495.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,495.63,495.63,495.63,993,492.06,2935.73,3427.79,492.06,2935.73,0,0,0,71.02
JackL_Empaleur,212652,0.69,5.56,50101.93,54,3,0.5,6,11.1,51,1691.23,1705.88,87.53,0.24,1.13,0.65,1955.25,0.02,0,927.81,0.11,35,2,0,0,13,0.37,0,1,6,9,4,1,19,2089.11,2089.11,927.81,1419,80184.78,25398.63,105583.4,1484.9,470.34,188.93,61,25,4726.7
glow_kr,77211,3.33,14.29,5176.58,7,1,1,1,14.3,6,1353.15,1206.37,269.43,0.29,0.57,2.86,1787.22,0,0,739.51,0.14,20,0,0,0,2,0.1,0,0,11,11,11,2,3,1992.8,1992.8,739.51,1118,5467.8,7042.76,12510.55,781.11,1006.11,238.17,4,13,1886.04
Valero,31139,2.14,8.45,73747.32,71,6,0.37,19,26.8,65,2073.47,2099.8,237.18,0.54,1.41,1.96,3712.21,0.03,0,1038.69,0.27,139,13,0,0,38,0.27,0,2,0,0,9,2,35,1970.92,1970.92,1035.17,3334,92956.27,170610.44,263566.7,1301.89,2379.26,396.41,100,140,16839.62
meronnguma,178036,1,0,1650.44,2,0,0,0,0,2,1218.86,1200,121.59,0.5,0,1,3601.09,0,0,825.22,0,2,0,0,0,1,0.5,0,0,1,1,1,1,2,1190.6,1190.6,825.22,1013,2042.97,5159.2,7202.17,1021.48,2579.6,119.25,0,0,243.18
DawnwalkerTV,91310,2.62,20,12978.83,10,2,0.2,6,60,8,1581.06,1584.67,201.96,0.5,0.6,2.1,5900.3,0.1,0,1297.88,0.6,21,0,0,0,5,0.24,0,1,13,13,4,2,7,1899.2,1899.2,1429.7,2365,25650.34,33352.71,59003.04,3040.23,2360.74,263,6,17,2019.56
ClockWekt,77639,1.01,2.56,72405.27,78,2,0.11,11,14.1,76,1705.77,1707.36,123.2,0.23,1.03,0.99,2025.86,0.01,0.01,928.27,0.14,77,4,1,1,18,0.23,0,1,3,3,7,2,28,1954.96,1954.96,939.73,2704,99712.72,58304.52,158017.24,1286.91,698.95,339.1,80,74,9609.8
Ryforn,163138,0.7,0,152687.11,168,0,0,20,11.9,168,1849.41,2064.6,92.78,0.11,1.01,0.7,2726.12,0.01,0.01,908.85,0.12,117,8,2,2,19,0.16,1,2,5,11,9,2,34,2063.65,2063.65,1039.84,2613,229004.82,228983.03,457987.84,1880.64,2064.72,329.31,169,130,15586.56
queztone,217690,5.5,0,7830.07,6,0,0,3,50,6,1442.58,1379.86,610.59,0.83,4.17,5.5,4232.42,0,0,1305.01,0.5,33,2,0,0,5,0.15,0,0,15,15,11,3,4,1750.08,1750.08,1305.01,1172,15125.42,10269.09,25394.51,2520.9,1711.52,332.14,25,17,3663.52
Swoonatra,12011,1.17,0,21138.06,18,0,0,5,27.8,18,1506.43,1524.74,138.83,0.22,0.56,1.17,3349.47,0.22,0,1174.34,0.28,21,0,0,0,4,0.19,0,4,0,0,6,1,12,1906.35,1906.35,1174.34,1257,28548.58,31741.92,60290.5,1586.03,1763.44,251.61,10,29,2498.89
lPconfig,22986,1.38,1.12,135789.62,179,2,0.05,21,11.7,177,2052.06,2183.72,170.18,0.31,1.13,1.37,1940.56,0,0,758.6,0.12,245,15,0,0,55,0.22,2,0,9,22,8,4,36,2035.7,2035.7,836.9,2716,231065.86,116294.73,347360.59,1210.08,563.39,305.6,203,185,30462.64
Necruss,94240,0.65,0.77,119165.6,130,1,0.06,16,12.3,129,1982.62,2079.46,88.3,0.11,1.15,0.65,2525.69,0,0.01,916.66,0.12,84,8,1,1,14,0.17,1,0,2,4,5,2,20,2017.05,2017.05,916.66,1660,146356.1,181984.2,328340.3,1125.82,1399.88,215.46,149,111,11478.69
benDaGod,140122,0.5,0,1534.97,2,0,0,0,0,2,1206.54,1200,72.28,0,2.5,0.5,1000.07,0,0,767.49,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1352.09,1352.09,767.49,1005,2000.14,0,2000.14,1000.07,0,102.88,5,3,144.56
MurtyDeBarra,37278,0.87,0.97,163502.41,207,2,0.1,19,9.2,205,1758.48,1779.54,109.23,0.1,0.58,0.86,2207.93,0.02,0.02,789.87,0.09,179,17,4,4,21,0.12,1,5,9,9,8,2,72,1975.8,1975.8,791.24,3995,280845.9,176196.01,457041.9,1371.09,838.99,317.62,120,140,22611.54
KaLinSS,69801,0.72,0,163393.54,158,0,0,21,13.3,158,1754.7,1758.91,91.41,0.08,1.63,0.72,2699.78,0.03,0.02,1034.14,0.13,114,4,3,3,13,0.11,1,5,16,20,6,4,30,2095,2095,1013.43,5219,243483.05,183081.64,426564.76,1406.74,1098.18,155.23,257,201,14443.35
Darkkiller2678,146319,1.86,0,14628.08,14,0,0,2,14.3,14,1393.77,1385.79,239.06,0.29,1.71,1.86,2773.74,0,0,1044.86,0.14,26,2,0,0,4,0.15,0,0,5,5,3,1,6,1836.04,1836.04,1240.74,2177,24401.79,14430.61,38832.41,2217.78,1339.09,241.24,24,14,3346.87
TENb,101996,1.18,0.99,101808.53,202,2,0.05,19,9.4,200,1849.96,1901.66,142.64,0.22,1.34,1.16,850.46,0,0,504,0.09,235,23,1,1,45,0.19,0,1,11,16,8,5,26,2085.49,2085.49,491.08,2500,119048.76,52744.58,171793.36,672.49,131.21,276.01,270,139,28812.42
Bummie,151168,2.15,10.34,26916.4,29,3,0.75,4,13.8,26,1781.64,1779.84,227.18,0.48,1.59,1.93,2365.71,0,0,928.15,0.14,56,2,0,0,14,0.25,0,0,0,0,9,2,16,2019.74,2019.74,928.15,1463,48661.66,19943.79,68605.45,1677.99,687.72,251.33,46,46,6588.1
Swineapple,95115,1.59,6.45,29520.5,31,2,0.28,9,29,29,1459.95,1503.65,170.15,0.45,1.16,1.48,2399.64,0,0.03,952.27,0.29,46,5,1,1,14,0.3,0,0,12,12,7,1,18,1960.43,1960.43,961.07,3570,48176.27,26212.59,74388.86,1560.14,840.04,196.87,36,45,5274.75
IsaiahTheSlaya,220165,2.14,5.41,32914.4,37,2,0.29,7,18.9,35,1846.35,1869.4,225.45,0.57,1.32,2.03,2225.59,0.03,0,889.58,0.19,75,2,0,0,21,0.28,0,1,7,26,9,1,10,1923.34,1923.34,889.58,1510,59572.4,22774.39,82346.79,1610.06,615.52,301.36,49,43,8341.78
Chitman,105711,0.93,0,12655.6,14,0,0,2,14.3,14,1367.58,1414.67,134.86,0.14,1.14,0.93,2987.28,0,0.07,903.97,0.14,13,2,1,1,2,0.15,1,0,2,2,5,1,7,1815.06,1815.06,903.97,1141,30315.69,11506.29,41821.98,2165.41,821.88,242.71,16,19,1888.02
XZombieHazzardX,101623,1.57,6.12,40654.42,49,3,0.67,7,14.3,46,1664.49,1685.04,163.52,0.16,0.61,1.47,2073.12,0.02,0,829.68,0.14,72,4,0,0,8,0.11,0,1,14,14,12,2,20,2058.41,2058.41,1339.05,2497,56686.5,44896.5,101582.99,1922.05,1905.38,325.52,30,31,8012.62
Torvix,165214,6,100,1947.89,1,1,1,1,100,0,1352.91,1200,599.69,1,1,6,3407.03,0,0,1947.89,1,6,0,0,0,1,0.17,0,0,6,6,6,1,1,1947.89,1947.89,1947.89,1127,3407.03,0,3407.03,3407.03,0,26.66,1,5,599.69
Wizard_of_Os,134972,0.73,0,24873.76,26,0,0,2,7.7,26,1313.25,1338.7,94.23,0.12,0.96,0.73,2202.35,0,0,956.68,0.08,19,0,0,0,3,0.16,0,0,5,5,4,1,13,1654.35,1654.35,1027.5,3158,39418.57,17842.4,57260.97,1538.02,941.67,147.98,25,16,2449.97
JooSchi,46872,1.38,13.33,16694.03,15,2,0.38,4,26.7,13,1379.33,1400.79,118.01,0.33,1.47,1.2,2457.67,0,0,1112.94,0.27,18,0,0,0,5,0.28,0,0,6,10,6,2,9,1950.71,1950.71,1151.97,4359,22219.9,14645.18,36865.08,1411.34,675.12,198.35,22,13,1770.09
gaff-iwnl,173130,1.31,0.6,93737.05,167,1,0.17,6,3.6,166,2032.59,2064.36,147.43,0.29,1.14,1.3,1334.36,0.02,0.01,561.3,0.04,217,11,1,1,48,0.22,0,3,3,43,9,2,26,1832.55,1832.55,561.3,1646,138298.3,84539.07,222837.4,828.13,506.22,289.2,190,69,24621.17
Svad,219778,1.35,3.77,56501.69,53,2,0.2,10,18.9,51,2088.91,2068.18,142.56,0.23,2.4,1.3,3118.05,0,0,1066.07,0.19,69,6,0,0,12,0.17,0,0,1,6,8,2,20,1946.19,1946.19,1066.07,1727,79188.62,86068.28,165256.9,1494.12,1623.93,223.2,127,77,7555.9
Add_Me_On_Snap,75655,1.95,4.55,23771.2,22,1,0.2,5,22.7,21,1633.94,1672.04,230.51,0.5,1.59,1.86,2659.92,0,0,1080.51,0.23,41,2,0,0,11,0.27,0,0,0,1,5,2,16,1859.19,1859.19,1080.51,1350,39773.41,18744.74,58518.16,1807.88,852.03,182.81,35,28,5071.21
TearDrop,23112,1.7,3.45,56188.61,58,2,0.18,11,19,56,2058.84,2001.39,184.56,0.24,0.81,1.64,1898.03,0.02,0.02,968.77,0.19,95,2,1,1,14,0.15,1,1,12,17,10,1,27,1967.7,1967.7,968.77,1688,71221.79,38863.86,110085.6,1227.96,670.07,309.68,47,80,10704.69
kesusan,15094,1.14,9.38,39379.04,32,3,0.19,9,28.1,29,1729.81,1773.58,109.96,0.31,1.19,1.03,4803.06,0,0,1230.6,0.28,33,0,0,0,10,0.3,0,0,7,7,6,1,9,1982.42,1982.42,1298.93,2525,47102.34,106595.72,153698.07,1690.99,3747.9,158.26,38,53,3518.76
kant0u,9811,1.33,0,11086.29,9,0,0,3,33.3,9,1363.3,1384.97,154.15,0.22,0.78,1.33,5229.17,0,0,1231.81,0.33,12,4,0,0,2,0.17,1,0,4,4,3,1,5,1859.55,1859.55,1119.14,2154,17284.22,29778.32,47062.53,1630.29,3602.25,365.71,7,18,1387.35
